"Ano","Dia","Hora","ALB","ART","BGM","BUF","ELM","HPN","JFK","LGA","MSS","MSV","PBG","POU","RME","ROC","SWF","SYR"
2017,168,12,22.25,28.95,23.95,29.45,26.15,28.95,21.75,21.15,21.75,16.05,22.85,22.85,21.15,28.95,22,27.25
2017,168,13,22.25,29.45,23.95,30.05,26.75,29.45,20.05,20.65,22.25,17.05,23.35,23.95,20.65,28.95,23,27.85
2017,168,14,23.35,30.05,25.05,30.65,27.85,30.05,20.05,21.75,25.05,17.05,24.45,24.45,21.75,30.05,23,28.35
2017,168,15,24.45,30.05,24.45,31.15,28.35,30.05,20.65,21.15,25.05,18.05,25.05,24.45,21.15,30.05,23,28.95
2017,168,16,25.05,29.45,25.05,31.75,28.95,29.45,21.15,22.25,26.75,18.05,25.65,23.95,22.25,30.65,24,29.45
2017,168,17,26.75,30.05,25.05,31.15,28.95,30.05,21.75,22.85,26.75,19.05,25.65,24.45,22.85,30.65,24,29.45
2017,168,18,26.75,29.45,23.95,30.65,28.35,29.45,21.15,22.85,25.65,21.05,25.65,23.35,22.85,29.45,23,28.35
2017,168,19,26.15,28.95,24.45,29.45,28.35,28.95,20.65,21.75,24.45,23.05,22.85,23.35,21.75,30.05,23,28.35
2017,168,20,25.65,26.15,23.35,28.95,27.25,26.15,20.05,22.25,24.45,24.05,23.95,22.85,22.25,28.95,23,27.85
2017,168,21,24.45,25.65,22.25,28.35,26.15,25.65,20.65,21.75,22.25,24.05,22.25,22.25,21.75,27.85,22,26.15
2017,168,22,23.35,23.95,20.65,27.25,25.05,23.95,20.61,21.75,20.05,24.05,21.75,22.25,21.75,26.75,21,25.65
2017,168,23,22.85,24.45,20.65,26.75,22.85,24.45,20.61,21.15,19.45,23.05,20.65,21.75,21.15,26.15,22,24.45
2017,168,24,22.85,24.45,20.05,25.65,21.15,24.45,20.65,21.15,20.05,22.05,18.95,21.75,21.15,26.15,21,24.45
2017,169,1,22.85,24.45,20.05,26.15,20.65,24.45,20.65,21.15,19.45,21.05,18.35,21.75,21.15,26.15,21,23.95
2017,169,2,22.25,24.45,20.05,25.65,21.15,24.45,20.61,21.15,21.15,21.05,21.15,21.75,21.15,25.65,21,23.95
2017,169,3,22.25,24.45,20.05,25.05,21.75,24.45,20.61,21.15,22.25,21.05,21.15,21.75,21.15,25.05,21,23.35
2017,169,4,22.25,23.95,20.05,24.45,19.45,23.95,20.61,21.75,22.85,21.05,21.15,21.15,21.75,24.45,21,22.85
2017,169,5,22.25,23.95,20.05,24.45,21.15,23.95,20.61,21.15,22.85,21.05,21.75,21.75,21.15,24.45,21,22.85
2017,169,6,22.25,23.95,20.65,24.45,22.25,23.95,20.61,21.15,22.85,21.05,21.15,21.75,21.15,23.95,21,23.35
2017,169,7,22.25,24.45,21.15,25.65,23.95,24.45,21.75,21.75,24.45,21.05,22.25,22.25,21.75,25.05,22,24.45
2017,169,8,22.25,25.65,22.25,26.75,25.05,25.65,21.75,22.85,25.65,20.05,22.85,22.85,22.85,26.15,23,25.65
2017,169,9,23.35,27.25,22.85,27.25,26.75,27.25,22.25,23.95,27.25,21.05,23.35,23.35,23.95,27.25,24,26.75
2017,169,10,24.45,27.85,23.35,27.25,27.85,27.85,23.35,24.45,28.95,20.05,25.05,25.05,24.45,28.95,25,27.85
2017,169,11,26.75,29.45,25.05,28.95,28.95,29.45,24.45,26.15,30.65,21.05,25.05,26.75,26.15,29.45,26,28.95
2017,169,12,27.85,30.65,25.65,30.05,30.05,30.65,24.45,27.25,30.65,21.05,27.25,27.25,27.25,31.15,27,30.05
2017,169,13,29.45,30.65,26.15,30.05,31.15,30.65,25.05,28.35,31.75,22.05,26.15,28.35,28.35,31.15,28,31.15
2017,169,14,30.05,30.05,26.15,28.35,31.75,30.05,25.65,28.35,30.05,23.05,28.35,29.45,28.35,32.25,29,31.75
2017,169,15,30.65,31.75,27.25,24.45,31.75,31.75,25.65,28.35,30.05,25.05,28.95,30.05,28.35,25.65,29,31.15
2017,169,16,31.15,26.75,28.35,23.35,31.75,26.75,25.65,27.25,31.75,26.05,30.05,30.65,27.25,27.25,31,31.15
2017,169,17,31.15,23.95,27.85,22.85,31.75,23.95,25.05,27.85,30.05,26.05,30.65,30.05,27.85,26.75,30,31.15
2017,169,18,31.15,23.95,26.75,22.25,28.95,23.95,25.05,28.35,29.45,26.05,29.45,28.95,28.35,22.25,28,31
2017,169,19,30.05,24.45,26.15,23.95,27.25,24.45,23.35,27.25,27.85,28.05,30.05,28.35,27.25,21.75,28,24.45
2017,169,20,28.95,22.25,25.05,23.35,21.75,22.25,22.85,26.75,27.25,28.05,28.95,27.85,26.75,22.25,27,21.15
2017,169,21,27.25,21.15,20.05,21.75,21.15,21.15,22.25,25.05,26.15,29.05,23.95,25.65,25.05,22.85,27,21.15
2017,169,22,26.75,21.15,19.45,21.15,21.15,21.15,22.25,23.95,23.95,28.05,22.85,25.05,23.95,22.85,26,21.75
2017,169,23,26.15,21.75,19.45,21.15,21.15,21.75,22.25,23.95,22.85,27.05,22.85,25.05,23.95,22.25,27,21.75
2017,169,24,25.65,22.25,19.45,21.15,21.15,22.25,22.25,24.45,22.85,27.05,21.75,24.45,24.45,22.25,26.66667,21.75
2017,170,1,23.35,21.75,19.45,20.65,22.25,21.75,21.75,23.95,21.75,26.05,20.65,25.05,23.95,21.75,26.33333,22.25
2017,170,2,23.35,22.25,19.45,21.15,21.75,22.25,21.75,23.35,22.25,24.05,20.65,24.45,23.35,21.75,26,22.25
2017,170,3,23.95,22.25,19.45,21.15,21.15,22.25,21.75,23.35,22.25,23.05,19.45,25.05,23.35,21.75,25,22.25
2017,170,4,23.35,22.25,19.45,20.65,20.65,22.25,21.75,23.35,22.25,23.05,20.05,25.05,23.35,21.15,25,21.75
2017,170,5,23.35,21.75,19.45,20.05,20.65,21.75,21.15,22.85,21.75,21.55,20.65,25.05,22.85,21.15,25,21.75
2017,170,6,23.35,21.15,19.45,20.05,21.15,21.15,21.75,22.85,21.15,20.05,20.05,25.05,22.85,21.15,25,21.15
2017,170,7,23.35,20.65,19.45,20.05,21.15,20.65,22.25,23.95,21.75,20.05,20.65,25.05,23.95,21.15,25,21.15
2017,170,8,23.35,20.65,20.05,20.65,21.15,20.65,23.35,25.05,22.25,19.05,21.75,25.65,25.05,21.15,26,21.15
2017,170,9,22.85,21.75,20.65,22.25,21.15,21.75,23.35,27.85,22.85,19.05,21.75,26.75,27.85,21.15,27,22.25
2017,170,10,23.95,21.75,21.15,22.85,21.15,21.75,23.95,28.95,23.35,19.05,21.75,27.85,28.95,22.25,28,22.25
2017,170,11,27.25,22.25,22.25,22.85,21.75,22.25,25.05,30.05,22.85,19.05,22.25,28.35,30.05,23.35,28,22.85
2017,170,12,27.25,22.25,21.75,23.95,20.65,22.25,25.05,28.95,25.05,21.05,22.25,30.65,28.95,23.35,30,22.25
2017,170,13,23.95,22.25,20.05,24.45,20.65,22.25,25.05,29.45,25.05,23.05,23.95,26.75,29.45,24.45,27,21.75
2017,170,14,24.45,21.75,18.95,24.45,20.65,21.75,25.05,28.95,24.45,24.05,25.65,24.45,28.95,25.65,26,21.15
2017,170,15,25.05,21.75,19.45,25.05,22.25,21.75,25.05,30.05,23.95,25.05,25.05,26.15,30.05,26.15,27,21.15
2017,170,16,20.05,23.95,19.45,22.25,22.85,23.95,25.65,29.45,23.35,26.05,22.85,22.85,29.45,23.35,22,22.25
2017,170,17,20.05,23.95,20.65,22.85,23.35,23.95,23.35,28.35,24.45,26.05,22.25,22.25,28.35,22.85,21,22.25
2017,170,18,20.65,23.95,20.65,23.35,23.35,23.95,22,22.85,23.35,26.05,21.15,21.75,22.85,23.35,21,23.35
2017,170,19,21.15,23.35,21.75,22.85,19.45,23.35,22.25,22.85,23.35,23.05,22.25,21.75,22.85,22.85,22,22.85
2017,170,20,21.15,22.85,19.45,21.75,18.95,22.85,21.15,22.25,22.25,22.05,21.15,21.75,22.25,22.85,22,22.85
2017,170,21,20.65,21.15,18.95,20.65,18.95,21.15,21.15,22.25,20.65,21.05,20.05,21.75,22.25,21.15,22,19.45
2017,170,22,21.15,20.65,18.35,20.05,17.85,20.65,21.15,21.75,21.15,21.05,18.35,21.75,21.75,21.15,21,18.95
2017,170,23,21.15,18.95,17.85,20.65,17.85,18.95,20.65,21.75,21.15,21.05,17.25,21.75,21.75,20.65,21,18.35
2017,170,24,21.15,18.35,16.75,19.45,16.15,18.35,20.05,21.15,21.15,21.05,17.25,21.15,21.15,20.65,21,18.35
2017,171,1,21.15,17.85,16.75,18.95,17.25,17.85,20.05,21.75,20.65,21.05,17.85,20.65,21.75,18.95,20,17.85
2017,171,2,21.15,18.35,15.65,18.35,17.85,18.35,19.45,21.15,18.35,20.05,17.25,20.65,21.15,18.35,20,18.35
2017,171,3,20.65,18.35,15.05,18.35,16.75,18.35,20.05,21.75,18.35,19.05,17.85,20.65,21.75,17.85,20,18.35
2017,171,4,20.65,18.95,15.05,17.85,16.15,18.95,20.65,22.85,17.25,19.05,16.75,20.65,22.85,17.25,20,18.35
2017,171,5,20.05,18.35,15.05,17.85,16.75,18.35,20.05,22.85,18.95,19.05,16.75,19.45,22.85,17.25,20,17.85
2017,171,6,20.05,17.85,14.45,17.85,16.15,17.85,20.65,22.85,18.95,19.05,17.25,18.95,22.85,17.25,20,17.25
2017,171,7,20.05,17.85,15.05,17.85,17.25,17.85,21.75,23.35,17.85,18.05,17.25,20.65,23.35,17.25,20,17.85
2017,171,8,21.15,16.75,15.65,18.35,18.35,16.75,22.85,24.45,17.85,18.05,19.45,22.25,24.45,18.95,22,19.45
2017,171,9,22.85,16.75,16.15,18.95,19.45,16.75,24.45,25.05,19.45,17.05,20.65,22.85,25.05,19.45,22,20.05
2017,171,10,23.95,17.85,17.25,18.95,20.05,17.85,25.65,26.15,20.65,18.05,21.75,23.95,26.15,20.05,23,20.65
2017,171,11,24.45,17.85,19,20.65,21.15,17.85,26.75,26.75,21.15,17.05,21.15,25.05,26.75,21.15,24,20.65
2017,171,12,25.05,18.95,19.45,20.05,22.25,18.95,26.75,27.85,22.25,18.05,21.15,25.65,27.85,22.25,25,18.95
2017,171,13,26.15,20.05,19.45,20.65,22.25,20.05,27.85,28.35,23.35,18.05,22.85,26.75,28.35,21.15,26,23.35
2017,171,14,23.95,20.65,20.05,21.15,23.35,20.65,28.35,28.95,23.35,19.05,22.85,27.25,28.95,24.45,27,23.95
2017,171,15,26.15,21.15,22,21.15,23.35,21.15,28.95,29.45,22.25,21.05,23.95,27.25,29.45,23.35,27,22.25
2017,171,16,26.15,21.75,22.25,20.65,23.35,21.75,28.95,29.45,21.75,22.05,23.95,27.25,29.45,24.45,27,22.85
2017,171,17,26.15,21.15,22.25,20.65,24.45,21.15,29.45,29.45,21.75,22.05,23.35,27.25,29.45,23.35,27,17.85
2017,171,18,20.65,19.45,21.75,20.65,23.35,19.45,28.95,29.45,22.85,23.05,23.95,27.25,29.45,21.75,26,21.15
2017,171,19,22.25,18.95,20.65,20.65,23.35,18.95,28.35,28.95,22.25,23.05,23.95,26.75,28.95,21.75,26,21.15
2017,171,20,21.15,18.35,19.45,20.05,23.07,18.35,27.85,28.95,21.75,23.05,22.85,25.05,28.95,21.15,24,18.95
2017,171,21,20.65,17.85,18.35,20.05,21.15,17.85,26.75,27.85,20.65,24.05,20.05,22.85,27.85,19.45,23,17.25
2017,171,22,18.35,17.25,18.35,20.05,17.07,17.25,22.25,27.85,19.45,22.05,20.05,18.95,27.85,18.35,22,17.25
2017,171,23,18.35,16.75,17.85,15.65,16.07,16.75,22.25,27.25,17.85,22.05,20.05,17.25,27.25,18.95,21,16.15
2017,171,24,18.35,17.85,17.25,15.65,14.45,17.85,23.95,26.15,16.75,22.05,18.35,16.15,26.15,16.15,19,15.05
2017,172,1,18.35,14.45,16.75,15.65,13.95,14.45,22.85,25.05,16.75,21.05,18.95,15.65,25.05,15.65,19,15.05
2017,172,2,17.25,14.45,16.15,15.65,13.95,14.45,22.85,24.45,16.75,19.05,16.15,15.05,24.45,15.05,19,15.65
2017,172,3,16.75,13.95,16.15,15.65,16.15,13.95,22.85,24.45,15.65,18.05,15.65,14.45,24.45,15.05,18,14.45
2017,172,4,15.65,14.45,15.05,15.65,16.15,14.45,22.25,24.45,15.05,15.05,17.25,15.05,24.45,14.45,17,15.05
2017,172,5,17.85,15.65,13.95,15.05,15.05,15.65,23.35,23.95,15.05,14.05,18.35,14.45,23.95,13.95,17,13.95
2017,172,6,16.75,15.65,13.95,14.45,13.95,15.65,22.25,23.95,13.95,14.05,17.85,15.05,23.95,13.95,17,13.95
2017,172,7,17.25,16.15,14.45,15.65,15.65,16.15,22.85,24.45,15.05,13.05,17.85,16.75,24.45,15.65,17,15.65
2017,172,8,18.95,16.75,14,17.25,17.85,16.75,23.95,25.65,15.65,13.05,18.35,20.05,25.65,17.25,21,17.25
2017,172,9,20.65,17.85,16.75,18.95,18.35,17.85,24.45,26.15,17.85,13.05,18.95,21.75,26.15,18.35,21,18.35
2017,172,10,22.25,16.75,18.35,19.45,20.05,16.75,26.75,26.15,17.85,12.05,18.95,22.25,26.15,19.45,22,18.95
2017,172,11,22.25,18.95,19,20.05,21.75,18.95,28.35,27.85,17.25,13.05,20.65,23.95,27.85,20.05,23,20.05
2017,172,12,23.95,18.35,19.45,20.65,22.85,18.35,28.35,28.35,18.95,13.05,21.75,24.45,28.35,21.15,23,20.65
2017,172,13,23.95,18.95,21.75,20.65,23.35,18.95,30.05,27.25,19.45,16.05,22.85,24.45,27.25,21.75,24,21.75
2017,172,14,24.45,20.05,21.15,20.65,23.95,20.05,28.35,28.35,19.45,19.05,23.95,25.65,28.35,21.75,24,21.75
2017,172,15,23.35,20.05,20.65,20.65,24.45,20.05,29.45,29.45,20.65,20.05,23.35,26.75,29.45,21.75,26,21.15
2017,172,16,25.05,20.05,21.75,21.75,23.95,20.05,29.45,29.45,21.15,21.05,22.85,27.25,29.45,22.85,27,21.75
2017,172,17,24.45,20.65,22.25,21.75,25.05,20.65,26.75,29.45,21.75,22.05,23.35,21.75,29.45,23.35,27,21.75
2017,172,18,24.45,20.05,22,21.75,25.05,20.05,25.65,27.25,21.15,22.05,21.75,26.15,27.25,22.85,26,21.75
2017,172,19,23.35,19.45,21,20.65,24.07,19.45,25.05,29.45,20.65,23.05,22.85,26.15,29.45,22.85,25,21.75
2017,172,20,22.25,18.35,20,20.05,23.07,18.35,25.65,28.35,18.95,23.05,21.15,25.05,28.35,22.25,24,20.05
2017,172,21,20.65,17.25,18,18.95,18.07,17.25,22.85,28.35,17.25,22.05,20.05,21.15,28.35,21.15,22,18.35
2017,172,22,18.35,16.75,17,17.85,17.07,16.75,23.35,26.75,16.15,24.05,18.95,17.85,26.75,18.35,19,17.25
2017,172,23,19.45,15.65,16,18.35,14.07,15.65,21.15,25.05,15.65,23.05,17.85,16.75,25.05,16.75,18,15.05
2017,172,24,18.35,14.45,14.45,16.75,12.25,14.45,22.25,24.45,15.05,23.05,17.25,16.15,24.45,16.15,18,15.05
2017,173,1,16.75,13.95,15.65,15.65,11.75,13.95,21.15,23.95,15.05,21.05,16.75,15.05,23.95,15.65,17,15.05
2017,173,2,15.05,13.95,14.45,15.05,11.15,13.95,21.15,22.25,14.45,18.05,16.15,14.45,22.25,15.05,16,13.95
2017,173,3,13.95,13.95,13.95,14.45,10.05,13.95,21.15,21.75,14.45,17.05,16.15,13.95,21.75,14.45,15,12.25
2017,173,4,12.85,12.85,12.25,13.95,10.65,12.85,20.65,21.75,13.95,16.05,16.15,13.35,21.75,13.95,15,13.35
2017,173,5,12.85,12.85,12.25,13.35,9.45,12.85,20.05,20.65,12.85,14.05,15.05,12.85,20.65,13.35,14,12.25
2017,173,6,13.35,13.35,12.25,13.95,9.45,13.35,20.05,20.05,13.35,13.05,15.05,12.85,20.05,13.35,14,12.85
2017,173,7,16.15,15.05,14,14.45,11.07,15.05,21.75,21.15,15.05,13.05,18.35,15.05,21.15,15.05,16,14.45
2017,173,8,18.35,17.85,16.15,15.05,12.07,17.85,22.85,22.25,17.25,12.05,20.05,17.25,22.25,16.75,18,17.25
2017,173,9,20.05,19.45,17,18.35,15.65,19.45,24.45,23.35,19.45,11.05,21.75,20.65,23.35,18.35,20,19.45
2017,173,10,21.75,20.65,18.95,21.15,18.07,20.65,25.05,25.05,20.65,10.05,23.35,22.25,25.05,20.65,22,21.75
2017,173,11,23.35,21.15,20.65,21.75,22.07,21.15,25.05,25.65,22.25,11.05,24.45,23.95,25.65,21.75,23,22.85
2017,173,12,24.45,21.15,22,23.35,24.45,21.15,25.05,27.25,23.35,13.05,25.05,25.05,27.25,22.85,23,23.95
2017,173,13,25.05,20.65,22.25,20.05,26.07,20.65,25.05,27.85,23.95,17.05,23.95,26.15,27.85,23.35,26,24.45
2017,173,14,26.75,22.25,23.95,20.65,27.07,22.25,26.15,28.35,23.35,19.05,25.05,26.15,28.35,23.35,26,22.85
2017,173,15,26.15,23.35,24.45,23.95,27.25,23.35,25.65,27.25,23.35,21.05,23.95,27.25,27.25,23.95,27,22.85
2017,173,16,26.75,23.35,23.35,26.15,26.75,23.35,25.05,28.95,23.35,22.05,23.95,27.85,28.95,25.65,28,23.95
2017,173,17,26.75,22.25,24.45,26.75,28.07,22.25,25.65,27.85,23.35,23.05,23.95,28.35,27.85,27.25,28,24.45
2017,173,18,26.15,21.15,25.05,26.15,28.35,21.15,25.05,27.25,22.85,24.05,25.65,27.85,27.25,27.85,28,22.85
2017,173,19,26.15,21.15,25.05,26.15,27.85,21.15,23.95,26.75,22.85,25.05,24.45,27.85,26.75,26.75,28,23.35
2017,173,20,25.65,21.15,23.95,25.05,26.07,21.15,22.85,25.65,22.25,27.05,23.35,26.75,25.65,26.15,27,22.25
2017,173,21,24.45,20.05,22,23.95,25.05,20.05,22.25,25.05,20.65,27.05,19.45,25.05,25.05,25.05,26,22.85
2017,173,22,23.35,18.95,21.75,23.35,24.45,18.95,22.25,25.05,20.05,26.05,17.85,25.05,25.05,23.35,26,20.65
2017,173,23,22.25,20.05,22,24.45,24.07,20.05,22.25,26.75,20.05,25.05,17.85,23.35,26.75,24.45,25,20.05
2017,173,24,21.75,20.05,21.75,25.65,23.35,20.05,22.25,27.85,19.45,26.05,18.95,21.75,27.85,25.05,24,20.65
2017,174,1,22.25,22.25,21.15,25.05,22.85,22.25,22.85,27.85,19.45,24.05,18.35,20.05,27.85,25.05,23,20.65
2017,174,2,22.25,22.25,20.65,24.45,23.35,22.25,22.85,27.25,18.35,23.05,18.35,20.05,27.25,24.45,24,23.35
2017,174,3,22.25,20.65,21.15,23.35,22.25,20.65,22.85,27.25,17.85,22.05,17.25,20.05,27.25,23.95,24,24.45
2017,174,4,22.25,20.05,20.65,24.45,22.25,20.05,22.25,26.75,17.25,21.05,16.75,20.65,26.75,24.45,24,23.95
2017,174,5,22.85,20.05,20.05,24.45,22.25,20.05,21.75,26.75,17.85,20.05,16.15,21.15,26.75,23.95,22,24.45
2017,174,6,22.25,19.45,19.45,23.95,22.07,19.45,22.25,26.15,17.85,18.05,16.75,21.15,26.15,23.35,23,24.45
2017,174,7,22.25,18.95,20.05,23.35,23.07,18.95,22.25,26.15,20.05,19.05,16.75,21.75,26.15,23.35,23,23.35
2017,174,8,23.35,19.45,20.65,23.95,24.45,19.45,23.95,27.25,20.65,20.05,17.25,25.05,27.25,24.45,25,22.85
2017,174,9,23.95,20.05,21.75,24.45,23.95,20.05,24.45,27.25,20.65,18.05,17.85,26.15,27.25,26.15,26,22.85
2017,174,10,24.45,20.65,22.25,24.45,23.95,20.65,25.05,28.35,22.25,18.05,18.35,27.25,28.35,26.15,27,25.05
2017,174,11,26.75,21.15,21.75,23.35,24.07,21.15,23.95,27.25,22.25,18.05,19.45,28.35,27.25,27.25,28,24.45
2017,174,12,28.35,20.05,21,22.85,23.95,20.05,26.15,28.95,22.25,19.05,21.75,28.95,28.95,26.75,28,25.65
2017,174,13,29.45,21.15,21.15,22.85,24.45,21.15,28.35,28.95,22.25,22.05,20.65,28.95,28.95,26.15,28,23.95
2017,174,14,30.05,23.35,23,22.85,26.15,23.35,24.45,27.25,23.95,23.05,23.35,28.35,27.25,23.35,26,25.05
2017,174,15,29.45,22.25,23,22.25,23.95,22.25,27.85,27.25,24.45,24.05,25.65,26.15,27.25,24.45,25,25.65
2017,174,16,28.95,21.75,22.85,22.85,23.35,21.75,24.45,28.95,24.45,26.05,23.35,26.15,28.95,24.45,26,26.15
2017,174,17,28.35,23.35,22.25,21.75,23.95,23.35,23.95,29.45,24.45,26.05,25.05,26.75,29.45,25.65,26,25.65
2017,174,18,27.25,23.95,23,21.75,24.07,23.95,25.05,29.45,23.35,26.05,23.35,27.25,29.45,25.05,27,25.65
2017,174,19,26.75,22.85,22.85,21.75,24.45,22.85,23.35,27.85,23.35,23.05,22.25,27.85,27.85,23.35,27,25.05
2017,174,20,25.05,22.25,22.25,21.75,24.45,22.25,22.85,26.75,22.85,25.05,20.65,27.25,26.75,23.35,26,25.05
2017,174,21,25.65,21.15,21.75,21.15,22.85,21.15,22.85,25.05,22.85,24.05,21.15,26.15,25.05,22.85,25.5,23.95
2017,174,22,25.65,20.65,21.15,20.65,22.25,20.65,23.95,26.15,22.25,24.05,20.65,25.05,26.15,22.85,25,24.45
2017,174,23,25.65,21.15,21.15,20.65,22.25,21.15,23.35,27.85,21.75,26.05,21.75,25.65,27.85,22.25,24,22.25
2017,174,24,23.95,20.65,20.65,20.65,22.25,20.65,22.25,27.85,21.15,24.05,21.15,25.05,27.85,21.75,24,20.65
2017,175,1,23.35,20.05,20.65,20.65,21.75,20.05,22.25,27.85,21.15,23.05,21.75,24.45,27.85,21.75,24,20.65
2017,175,2,23.35,20.05,20.05,20.65,20.65,20.05,22.85,25.65,21.15,23.05,21.15,24.45,25.65,21.15,24,21.15
2017,175,3,23.35,19.45,19.45,20.05,21.15,19.45,23.95,24.45,21.15,23.05,20.65,24.45,24.45,20.05,24,20.65
2017,175,4,22.85,19.45,18.95,19.45,21.15,19.45,23.35,23.95,20.65,23.05,20.05,23.95,23.95,19.45,23,19.45
2017,175,5,22.25,18.95,18.95,18.95,20.65,18.95,22.85,23.35,18.95,22.05,20.05,22.85,23.35,18.95,23,18.95
2017,175,6,21.75,18.35,16.75,17.25,17.25,18.35,21.75,23.35,17.85,21.05,20.65,22.25,23.35,17.85,22,18.35
2017,175,7,22.25,18.35,15,18.35,17.25,18.35,21.71,22.25,17.85,21.05,20.65,22.25,22.25,18.95,22,18.35
2017,175,8,21.15,18.95,16,20.05,19.07,18.95,22.21,21.75,18.35,21.05,20.65,22.85,21.75,20.05,22,19.45
2017,175,9,21.15,20.05,18.35,21.15,22.07,20.05,22.25,22.25,20.05,20.05,20.65,23.95,22.25,21.75,24,20.65
2017,175,10,21.75,20.05,20.65,22.85,22.85,20.05,25.05,25.05,22.25,21.05,22.25,26.15,25.05,22.85,26,21.75
2017,175,11,24.45,20.65,21,22.25,24.45,20.65,26.75,26.75,22.85,21.05,24.45,26.15,26.75,23.95,26,22.85
2017,175,12,25.65,22.25,22.25,21.75,24.45,22.25,29.45,28.35,24.45,21.05,26.15,27.85,28.35,24.45,27,23.95
2017,175,13,26.15,22.85,22,22.85,26.15,22.85,29.45,28.35,26.15,20.05,23.95,28.35,28.35,23.95,28,24.45
2017,175,14,26.75,22.85,23,22.85,25.07,22.85,30.05,29.45,23.95,21.05,28.35,28.35,29.45,23.95,28,25.65
2017,175,15,27.25,22.25,23.95,22.85,27.07,22.25,30.65,29.45,26.75,22.05,27.25,28.95,29.45,21.15,28,23.95
2017,175,16,26.75,22.25,23.95,22.85,26.15,22.25,29.45,30.05,25.05,23.05,26.75,27.85,30.05,22.85,27,24.45
2017,175,17,27.25,22.25,24.45,22.25,27.25,22.25,30.05,29.45,26.15,23.05,27.85,28.95,29.45,19.45,28,22.85
2017,175,18,27.25,21.75,23.95,22.25,22.85,21.75,30.05,29.45,23.95,24.05,27.25,28.35,29.45,18.95,28,23.35
2017,175,19,25.65,21.75,19.45,20.65,22.85,21.75,29.45,29.45,21.75,24.05,25.65,27.85,29.45,17.25,27,21.75
2017,175,20,23.95,20.05,17.25,20.65,23.07,20.05,27.85,29.45,20.05,26.05,23.95,26.75,29.45,18.35,27,20.65
2017,175,21,20.65,18.95,17.85,18.95,20.65,18.95,25.65,28.95,16.75,26.05,22.25,22.25,28.95,18.35,25,20.05
2017,175,22,21.15,18.35,16.75,18.35,17.25,18.35,25.05,27.85,16.15,26.05,20.05,21.15,27.85,15.65,23,18.95
2017,175,23,20.05,17.25,16.15,18.35,14.45,17.25,25.05,27.85,16.15,25.05,19.45,20.05,27.85,15.05,21,17.85
2017,175,24,19.45,15.05,15.65,18.35,13.95,15.05,24.45,27.85,15.05,24.05,17.85,19.45,27.85,14.45,20,17.25
2017,176,1,18.35,15.65,13.95,18.35,12.25,15.65,25.05,23.95,15.05,23.05,16.75,19.45,23.95,14.45,19,16.75
2017,176,2,15.65,14.45,13.95,17.25,11.75,14.45,23.35,22.85,15.05,18.05,16.75,18.35,22.85,14.45,18,16.15
2017,176,3,16.75,14.45,13.35,15.65,12.85,14.45,22.85,22.85,12.85,17.05,16.15,16.75,22.85,14.45,18,15.05
2017,176,4,16.15,13.95,12.85,15.65,13.35,13.95,22.25,22.25,13.35,17.05,16.15,16.15,22.25,15.05,16,15.05
2017,176,5,15.05,14.45,13.95,17.25,13.35,14.45,20.65,21.15,13.35,17.05,16.15,15.65,21.15,13.95,16,13.95
2017,176,6,14.45,14.45,13,16.75,13.9,14.45,21.15,21.75,12.85,16.05,15.65,14.45,21.75,14.45,16,14.45
2017,176,7,17.85,15.65,13.35,17.25,14.45,15.65,23.35,22.85,14.45,14.05,17.85,16.75,22.85,15.65,17,16.75
2017,176,8,18.95,17.85,15,18.95,16.07,17.85,23.35,22.85,16.75,15.05,18.95,18.95,22.85,17.85,20,18.95
2017,176,9,19.45,19.45,16.75,20.05,18.95,19.45,26.15,24.45,18.95,13.05,21.15,21.15,24.45,20.05,21,20.05
2017,176,10,21.15,18.95,18.35,20.65,21.15,18.95,26.15,26.15,20.05,13.05,20.65,22.85,26.15,21.15,23,21.15
2017,176,11,22.85,19.45,20.05,21.15,21.15,19.45,26.15,27.85,20.65,13.05,23.95,24.45,27.85,22.25,24,22.25
2017,176,12,23.95,20.65,21.15,20.65,21.75,20.65,26.15,27.85,21.15,13.05,21.75,25.65,27.85,21.75,25,23.35
2017,176,13,25.65,21.15,21.75,21.15,22.85,21.15,26.75,28.35,15.65,14.05,21.15,26.75,28.35,23.35,25,21.15
2017,176,14,25.65,22.25,21.15,21.15,24.45,22.25,27.85,28.95,14.45,18.05,22.85,26.15,28.95,23.35,25,22.85
2017,176,15,26.75,22.25,21.75,21.75,21.75,22.25,26.75,27.85,17.25,20.05,25.65,22.85,27.85,22.85,24,22.25
2017,176,16,23.95,19.45,21,22.25,22.85,19.45,25.65,24.45,20.05,21.05,22.55,25.65,24.45,22.25,25,20.05
2017,176,17,25.65,21.75,21.15,21.15,22.85,21.75,25.05,26.75,14.45,22.05,19.45,25.05,26.75,17,26,19.45
2017,176,18,25.05,17.85,19.45,20.05,21.75,17.85,24.45,26.15,17.25,19.05,20.65,25.65,26.15,17.25,25,20.65
2017,176,19,18.35,17.85,18.95,19.45,17.25,17.85,23.95,26.15,17.25,23.05,20.05,26.15,26.15,20.05,26,15.65
2017,176,20,18.35,17.25,12.85,19.45,16.75,17.25,22.25,25.05,16.15,23.05,20.05,24.45,25.05,16.75,24,16.15
2017,176,21,17.25,15.05,12.85,18.95,15.65,15.05,21.75,25.05,13.95,24.05,17.25,20.05,25.05,15.65,22.5,15.65
